Area,Year,Item,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
India,2001,Rapeseed,9353.0005,1083.0,43720.04,25.76
India,2002,Rapeseed,10019.001,1083.0,42482.56,26.66
India,2004,Rapeseed,11590.0,1083.0,35113.0,26.11
India,2005,Rapeseed,10378.000999999998,1083.0,35342.0,25.85
India,2006,Rapeseed,11175.001,1083.0,37423.0,26.34
India,2007,Rapeseed,10954.001,1083.0,27422.77,26.0
India,2008,Rapeseed,10007.001,1083.0,14485.33,25.57
India,2009,Rapeseed,11433.0,1083.0,28707.01,26.55
India,2010,Rapeseed,11842.0,1083.0,40093.69,26.51
India,2011,Rapeseed,12571.000000000002,1083.0,55540.0,25.53
India,2012,Rapeseed,11205.001,1083.0,52980.0,25.86
India,2013,Rapeseed,12334.001,1083.0,45620.0,26.69
Ireland,1990,Rapeseed,37037.0,1118.0,2014.0,9.59
Ireland,1991,Rapeseed,37097.0,1118.0,2014.0,9.07
Ireland,1992,Rapeseed,30508.0,1118.0,2014.0,9.07
Ireland,1993,Rapeseed,26471.002,1118.0,2014.0,8.85
Ireland,1994,Rapeseed,26563.0,1118.0,2014.0,9.13
Ireland,1995,Rapeseed,31707.0,1118.0,2152.0,9.75
Ireland,1996,Rapeseed,28571.002,1118.0,1577.0,8.85
Ireland,1997,Rapeseed,27273.002,1118.0,2201.0,9.95
Ireland,1998,Rapeseed,30357.0,1118.0,2257.0,9.71
Ireland,1999,Rapeseed,19231.001,1118.0,1930.0,9.75
Ireland,2000,Rapeseed,31852.002,1118.0,1942.21,9.43
Ireland,2001,Rapeseed,30417.001,1118.0,2333.67,9.27
Ireland,2002,Rapeseed,30455.0,1118.0,2614.27,9.75
Ireland,2004,Rapeseed,30455.0,1118.0,2978.49,9.77
Ireland,2005,Rapeseed,38378.003,1118.0,2624.89,9.91
Ireland,2006,Rapeseed,35098.002,1118.0,2766.64,10.0
Ireland,2007,Rapeseed,38902.001,1118.0,3083.02,10.11
Ireland,2008,Rapeseed,36250.002,1118.0,2790.17,9.42
Ireland,2009,Rapeseed,37619.002,1118.0,2268.1,9.47
Ireland,2010,Rapeseed,35125.0,1118.0,2529.2,8.38
Ireland,2011,Rapeseed,45081.005000000005,1118.0,3664.3,9.76
Ireland,2012,Rapeseed,33543.003,1118.0,2925.1,9.28
Ireland,2013,Rapeseed,35912.0,1118.0,2950.8,9.28
Italy,1990,Rapeseed,26071.002,832.0,100596.4,7.97
Italy,1991,Rapeseed,24594.999999999996,832.0,88916.6,7.28
Italy,1992,Rapeseed,23176.003,832.0,88227.6,7.76
Italy,1993,Rapeseed,23596.002999999997,832.0,89282.2,7.43
Italy,1994,Rapeseed,20835.001,832.0,81217.6,8.39
Italy,1995,Rapeseed,20815.0,832.0,84153.0,7.43
Italy,1996,Rapeseed,13879.001,832.0,74617.2,7.06
Italy,1997,Rapeseed,8649.0005,832.0,84799.0,8.18
Italy,1998,Rapeseed,8851.0,832.0,84117.0,7.77
Italy,1999,Rapeseed,11398.001,832.0,81583.0,7.64
Italy,2000,Rapeseed,11301.000000000002,832.0,79447.0,8.13
Italy,2001,Rapeseed,10596.000000000002,832.0,75978.0,7.83
Italy,2002,Rapeseed,13925.0,832.0,94211.0,8.15
Italy,2004,Rapeseed,18036.001,832.0,83810.0,7.74
Italy,2005,Rapeseed,17478.001,832.0,84647.0,7.33
Italy,2006,Rapeseed,16863.002,832.0,74349.0,8.15
Italy,2007,Rapeseed,20902.0,832.0,80454.0,8.4
Italy,2008,Rapeseed,26017.0,832.0,79643.0,7.91
Italy,2009,Rapeseed,20242.0,832.0,74172.0,8.11
Italy,2010,Rapeseed,24657.001,832.0,71613.0,7.05
Italy,2011,Rapeseed,23380.0,832.0,70690.0,8.68
Italy,2012,Rapeseed,23833.000000000004,832.0,61889.0,8.05
Italy,2013,Rapeseed,21481.001,832.0,55633.0,8.04
Japan,1990,Rapeseed,17946.0,1668.0,79821.18,16.4
Japan,1991,Rapeseed,17705.001,1668.0,79821.18,15.6
Japan,1992,Rapeseed,19347.0,1668.0,79821.18,15.63
Japan,1993,Rapeseed,17131.001,1668.0,79821.18,14.93
Japan,1994,Rapeseed,20000.0,1668.0,79821.18,16.33
Japan,1995,Rapeseed,21234.0,1668.0,79821.18,15.25
Japan,1996,Rapeseed,18550.001,1668.0,79821.18,15.2
Japan,1997,Rapeseed,16667.0,1668.0,79821.18,15.76
Japan,1998,Rapeseed,16667.0,1668.0,79821.18,16.72
Japan,1999,Rapeseed,12900.001,1668.0,79821.18,15.93
Japan,2000,Rapeseed,20376.0,1668.0,79821.18,15.92
Japan,2001,Rapeseed,12680.0,1668.0,78735.45,15.86
Japan,2002,Rapeseed,14447.000000000002,1668.0,70262.54,16.09
Japan,2004,Rapeseed,12500.0,1668.0,64688.88,16.56
Japan,2005,Rapeseed,13270.0,1668.0,63829.77,15.75
Japan,2006,Rapeseed,13087.0,1668.0,65248.26,15.87
Japan,2007,Rapeseed,12121.0,1668.0,61164.07,16.53
Japan,2008,Rapeseed,12500.0,1668.0,58750.0,15.96
Japan,2009,Rapeseed,12048.001,1668.0,60970.8,15.93
Japan,2010,Rapeseed,12770.001,1668.0,55576.0,16.12
Japan,2011,Rapeseed,11471.0,1668.0,51796.3,15.71
Japan,2012,Rapeseed,11615.001,1668.0,54716.4,15.53
Japan,2013,Rapeseed,11132.0,1668.0,52794.3,16.54
Kazakhstan,1992,Rapeseed,8141.000000000001,250.0,17182.0,6.2
Kazakhstan,1993,Rapeseed,3747.0004,250.0,17182.0,5.51
Kazakhstan,1994,Rapeseed,5685.0004,250.0,17182.0,6.04
Kazakhstan,1995,Rapeseed,2205.0,250.0,13535.0,6.53
Kazakhstan,1996,Rapeseed,2024.0,250.0,13047.0,5.98
Kazakhstan,1997,Rapeseed,4660.0002,250.0,8112.0,7.53
Kazakhstan,1998,Rapeseed,2178.0,250.0,6416.14,6.94
Kazakhstan,1999,Rapeseed,6886.0,250.0,4720.28,7.09
Kazakhstan,2000,Rapeseed,3920.0002,250.0,3024.42,7.26
Kazakhstan,2001,Rapeseed,5000.0,250.0,3007.26,7.23
Kazakhstan,2002,Rapeseed,7121.0,250.0,3361.84,7.4
Kazakhstan,2004,Rapeseed,6174.0005,250.0,3802.92,7.52
Kazakhstan,2005,Rapeseed,7500.000599999999,250.0,3666.62,7.07
Kazakhstan,2006,Rapeseed,5667.0004,250.0,3926.27,7.65
Kazakhstan,2007,Rapeseed,7362.0003,250.0,5575.89,7.78
Kazakhstan,2008,Rapeseed,5412.0004,250.0,7044.9,7.25
Kazakhstan,2009,Rapeseed,5930.0005,250.0,8716.14,6.77
Kazakhstan,2010,Rapeseed,3584.0002,250.0,6283.85,6.96
Kazakhstan,2011,Rapeseed,9605.0006,250.0,10656.6,6.54
Kazakhstan,2012,Rapeseed,5753.0004,250.0,8674.58,6.07
Kazakhstan,2013,Rapeseed,9507.000399999999,250.0,8738.38,8.71
Latvia,1992,Rapeseed,11076.999999999998,641.0,1005.0,6.89
Latvia,1993,Rapeseed,14471.0,641.0,476.0,5.58
Latvia,1994,Rapeseed,8364.001,641.0,294.0,5.87
Latvia,1995,Rapeseed,8273.0,641.0,358.0,6.54
Latvia,1996,Rapeseed,15875.001,641.0,361.0,4.9
Latvia,1997,Rapeseed,13500.0,641.0,334.0,6.17
Latvia,1998,Rapeseed,13333.001,641.0,369.0,5.95
Latvia,1999,Rapeseed,18000.001,641.0,326.86,7.07
Latvia,2000,Rapeseed,14493.001999999999,641.0,284.72,7.47
Latvia,2001,Rapeseed,15476.0,641.0,367.4,6.5
Latvia,2002,Rapeseed,17772.0,641.0,335.31,6.83
Latvia,2004,Rapeseed,19079.001,641.0,594.46,6.28
Latvia,2005,Rapeseed,20406.0,641.0,723.54,6.3
Latvia,2006,Rapeseed,14495.001,641.0,743.57,6.95
Latvia,2007,Rapeseed,19849.001,641.0,1113.49,7.25
Latvia,2008,Rapeseed,24031.003,641.0,1033.0,7.67
Latvia,2009,Rapeseed,21940.0,641.0,881.2,6.51
Latvia,2010,Rapeseed,21328.999999999996,641.0,1027.5,5.67
Latvia,2011,Rapeseed,18584.001,641.0,1070.5,7.25
Latvia,2012,Rapeseed,26460.001,641.0,1396.96,5.96
Latvia,2013,Rapeseed,23558.002,641.0,1250.0,7.25
Lithuania,1992,Rapeseed,14615.0,656.0,1380.0,7.04
Lithuania,1993,Rapeseed,15500.001,656.0,936.0,5.79
Lithuania,1994,Rapeseed,11000.0,656.0,713.0,6.3
Lithuania,1995,Rapeseed,13596.999999999998,656.0,737.0,6.68
Lithuania,1996,Rapeseed,19153.001,656.0,979.0,5.09
Lithuania,1997,Rapeseed,16833.001,656.0,928.0,6.29
Lithuania,1998,Rapeseed,18627.0,656.0,812.0,6.27
Lithuania,1999,Rapeseed,13735.001,656.0,695.0,7.31
Lithuania,2000,Rapeseed,14595.001,656.0,688.06,7.69
Lithuania,2001,Rapeseed,12781.0,656.0,726.09,6.75
Lithuania,2002,Rapeseed,17600.001,656.0,792.6,7.26
Lithuania,2004,Rapeseed,20348.0,656.0,1023.6,6.43
Lithuania,2005,Rapeseed,18391.001,656.0,1048.5,6.5
Lithuania,2006,Rapeseed,11247.0,656.0,1197.0,6.98
Lithuania,2007,Rapeseed,17884.0,656.0,2722.82,7.44
Lithuania,2008,Rapeseed,20433.002,656.0,2722.55,7.84
Lithuania,2009,Rapeseed,21668.002999999997,656.0,2748.8,6.7
Lithuania,2010,Rapeseed,16542.001,656.0,1803.77,6.14
Lithuania,2011,Rapeseed,19357.0,656.0,2062.34,7.32
Lithuania,2012,Rapeseed,24268.003,656.0,2559.9,6.31
Lithuania,2013,Rapeseed,21259.0,656.0,2515.69,7.42
Mexico,1990,Rapeseed,5000.0,758.0,34468.93,16.0
Mexico,1991,Rapeseed,9384.001,758.0,34468.93,16.42
Mexico,1992,Rapeseed,9199.0006,758.0,34468.93,15.71
Mexico,1993,Rapeseed,10773.001,758.0,34468.93,16.23
Mexico,1994,Rapeseed,11388.001,758.0,34468.93,16.42
Mexico,1995,Rapeseed,10360.0,758.0,34468.93,16.68
Mexico,1996,Rapeseed,11824.001,758.0,34468.93,16.08
Mexico,1997,Rapeseed,11352.0,758.0,34468.93,16.25
Mexico,1998,Rapeseed,10000.0,758.0,34468.93,17.07
Mexico,1999,Rapeseed,15000.001,758.0,34468.93,16.09
Mexico,2000,Rapeseed,14000.001,758.0,34468.93,16.11
Mexico,2001,Rapeseed,20000.0,758.0,31373.3,15.98
Mexico,2002,Rapeseed,10000.0,758.0,16189.88,16.37
Mexico,2004,Rapeseed,20000.0,758.0,26433.14,16.2
Mexico,2005,Rapeseed,12500.0,758.0,51741.99,16.7
Mexico,2006,Rapeseed,16000.0,758.0,50891.95,16.37
Mexico,2007,Rapeseed,13333.001,758.0,64501.28,16.38
Mexico,2008,Rapeseed,20000.0,758.0,61732.11,16.22
Mexico,2009,Rapeseed,15000.001,758.0,61690.08,16.65
Mexico,2010,Rapeseed,10000.0,758.0,63402.29,15.87
Mexico,2011,Rapeseed,13333.001,758.0,65961.1,16.64
Mexico,2012,Rapeseed,10000.0,758.0,64512.22,16.43
Mexico,2013,Rapeseed,15000.001,758.0,59920.18,17.34
Morocco,1990,Rapeseed,10213.001,346.0,9364.0,18.17
Morocco,1991,Rapeseed,6538.000000000001,346.0,9771.14,17.25
Morocco,1992,Rapeseed,10000.0,346.0,10178.29,17.38
Morocco,1993,Rapeseed,11000.0,346.0,10585.43,16.94
Morocco,1994,Rapeseed,9800.0,346.0,10992.57,17.88
Morocco,1995,Rapeseed,10000.0,346.0,11399.71,18.56
Morocco,1996,Rapeseed,15333.002,346.0,11806.86,17.75
Morocco,1997,Rapeseed,10000.0,346.0,12214.0,18.31
Morocco,1998,Rapeseed,13333.001,346.0,12621.14,18.21
Morocco,1999,Rapeseed,10000.0,346.0,13028.29,17.68
Morocco,2000,Rapeseed,10000.0,346.0,13435.43,18.16
Morocco,2001,Rapeseed,7500.000599999999,346.0,13842.57,18.73
Morocco,2002,Rapeseed,10000.0,346.0,14249.71,18.25
Morocco,2004,Rapeseed,10000.0,346.0,15064.0,18.07
Morocco,2005,Rapeseed,10000.0,346.0,13966.0,18.18
Morocco,2006,Rapeseed,10000.0,346.0,13697.0,18.38
Morocco,2007,Rapeseed,10000.0,346.0,13697.0,17.93
Morocco,2008,Rapeseed,10000.0,346.0,13697.0,17.8
Morocco,2009,Rapeseed,10000.0,346.0,13697.0,18.56
Morocco,2010,Rapeseed,10000.0,346.0,13697.0,18.83
Morocco,2011,Rapeseed,10000.0,346.0,13697.0,18.53
Morocco,2012,Rapeseed,10000.0,346.0,13697.0,18.24
Morocco,2013,Rapeseed,10000.0,346.0,13697.0,18.79
Netherlands,1990,Rapeseed,32500.002,778.0,9729.0,10.63
Netherlands,1991,Rapeseed,29667.0,778.0,9338.0,9.32
Netherlands,1992,Rapeseed,32596.002,778.0,9030.0,10.39
Netherlands,1993,Rapeseed,32500.002,778.0,10505.0,9.47
Netherlands,1994,Rapeseed,40000.0,778.0,8646.0,10.45
Netherlands,1995,Rapeseed,33467.002,778.0,12601.0,10.25
Netherlands,1996,Rapeseed,34843.001,778.0,8923.0,8.32
Netherlands,1997,Rapeseed,34007.0,778.0,10568.0,10.03
Netherlands,1998,Rapeseed,30928.000999999997,778.0,11762.0,10.18
Netherlands,1999,Rapeseed,34346.004,778.0,11152.0,10.74
Netherlands,2000,Rapeseed,36250.002,778.0,11382.84,10.75
Netherlands,2001,Rapeseed,33960.001000000004,778.0,9424.73,10.24
Netherlands,2002,Rapeseed,30249.0,778.0,9700.44,10.64
Netherlands,2004,Rapeseed,46440.0,778.0,10655.4,10.27
Netherlands,2005,Rapeseed,36908.002,778.0,10703.85,10.48
Netherlands,2006,Rapeseed,35152.001,778.0,10461.35,10.97
Netherlands,2007,Rapeseed,34706.004,778.0,12073.15,11.04
Netherlands,2008,Rapeseed,39583.004,778.0,10777.08,10.42
Netherlands,2009,Rapeseed,45404.0,778.0,9857.2,10.33
Netherlands,2010,Rapeseed,43773.0,778.0,9586.03,8.84
Netherlands,2011,Rapeseed,34387.002,778.0,10953.91,10.73
Netherlands,2012,Rapeseed,35110.002,778.0,11348.39,10.08
Netherlands,2013,Rapeseed,29551.002999999997,778.0,10720.17,9.54
New Zealand,1990,Rapeseed,22000.0,1732.0,3490.0,13.64
New Zealand,1991,Rapeseed,22000.0,1732.0,3490.0,12.82
New Zealand,1992,Rapeseed,22000.0,1732.0,3490.0,12.14
New Zealand,1993,Rapeseed,15000.001,1732.0,3489.0,12.35
New Zealand,1994,Rapeseed,19565.0,1732.0,3515.0,12.89
New Zealand,1995,Rapeseed,19200.001,1732.0,3904.0,13.15
New Zealand,1996,Rapeseed,19429.001,1732.0,3499.0,13.07
New Zealand,1997,Rapeseed,19216.001,1732.0,3249.0,12.77
New Zealand,1998,Rapeseed,16000.0,1732.0,3055.16,13.97
New Zealand,1999,Rapeseed,20000.0,1732.0,2535.3,13.87
New Zealand,2000,Rapeseed,20000.0,1732.0,3634.3,13.4
New Zealand,2001,Rapeseed,20000.0,1732.0,3333.2,13.58
New Zealand,2002,Rapeseed,20000.0,1732.0,4170.0,13.28
New Zealand,2004,Rapeseed,20000.0,1732.0,4050.0,12.76
New Zealand,2005,Rapeseed,19631.001,1732.0,4058.0,13.63
New Zealand,2006,Rapeseed,19707.0,1732.0,4388.0,13.04
New Zealand,2007,Rapeseed,19903.002,1732.0,4939.0,13.44
New Zealand,2008,Rapeseed,19988.002,1732.0,5857.0,13.55
New Zealand,2009,Rapeseed,20073.001,1732.0,5086.0,12.84
New Zealand,2010,Rapeseed,20158.002,1732.0,5086.0,13.54
New Zealand,2011,Rapeseed,20244.002,1732.0,5086.0,13.46
New Zealand,2012,Rapeseed,20329.0,1732.0,5086.0,12.89
New Zealand,2013,Rapeseed,20414.002,1732.0,5086.0,13.57
Norway,1990,Rapeseed,18037.001,1414.0,1183.0,4.55
Norway,1991,Rapeseed,12721.001,1414.0,760.0,3.4
Norway,1992,Rapeseed,13025.0,1414.0,767.9,3.83
Norway,1993,Rapeseed,17318.001,1414.0,749.0,2.72
Norway,1994,Rapeseed,13290.001,1414.0,848.0,2.74
Norway,1995,Rapeseed,15410.001,1414.0,913.14,3.08
Norway,1996,Rapeseed,15927.0,1414.0,698.25,1.88
Norway,1997,Rapeseed,15639.000999999998,1414.0,735.43,3.87
Norway,1998,Rapeseed,15368.001,1414.0,934.02,3.06
Norway,1999,Rapeseed,16295.0,1414.0,802.02,3.73
Norway,2000,Rapeseed,15874.001,1414.0,348.24,4.52
Norway,2001,Rapeseed,17721.001,1414.0,512.66,2.68
Norway,2002,Rapeseed,16237.0,1414.0,799.19,3.57
Norway,2004,Rapeseed,17946.0,1414.0,827.45,3.79
Norway,2005,Rapeseed,16776.0,1414.0,518.94,4.26
Norway,2006,Rapeseed,14661.001,1414.0,696.34,4.43
Norway,2007,Rapeseed,14532.0,1414.0,722.07,3.96
Norway,2008,Rapeseed,20370.002,1414.0,800.9,4.16
Norway,2009,Rapeseed,15875.999999999998,1414.0,534.56,3.31
Norway,2010,Rapeseed,17189.001,1414.0,698.98,1.3
Norway,2011,Rapeseed,16548.002,1414.0,823.96,4.14
Norway,2012,Rapeseed,20658.002,1414.0,813.93,3.09
Norway,2013,Rapeseed,17447.001,1414.0,761.97,3.5
Pakistan,1990,Rapeseed,7590.000599999999,494.0,5299.0,24.81
Pakistan,1991,Rapeseed,7522.0007,494.0,5962.0,24.38
Pakistan,1992,Rapeseed,7668.000499999999,494.0,5518.0,24.31
Pakistan,1993,Rapeseed,7270.000599999999,494.0,4945.0,25.04
Pakistan,1994,Rapeseed,7352.0005,494.0,6183.0,24.78
Pakistan,1995,Rapeseed,7631.0,494.0,7681.0,24.58
Pakistan,1996,Rapeseed,7963.0005,494.0,11955.0,24.43
Pakistan,1997,Rapeseed,8070.0004,494.0,16936.0,23.76
Pakistan,1998,Rapeseed,8586.0,494.0,18406.0,24.91
Pakistan,1999,Rapeseed,8421.0,494.0,20450.0,25.5
Pakistan,2000,Rapeseed,9010.0,494.0,27885.0,25.32
Pakistan,2001,Rapeseed,8475.0,494.0,11871.0,25.18
Pakistan,2002,Rapeseed,8226.0,494.0,10881.83,25.61
Pakistan,2004,Rapeseed,8510.0,494.0,8903.48,25.55
Pakistan,2005,Rapeseed,8363.0,494.0,7914.31,24.66
Pakistan,2006,Rapeseed,7954.001,494.0,6925.13,25.17
Pakistan,2007,Rapeseed,8315.0005,494.0,5935.96,25.16
Pakistan,2008,Rapeseed,7890.0003,494.0,4946.79,24.89
Pakistan,2009,Rapeseed,8122.0007000000005,494.0,3957.61,25.37
Pakistan,2010,Rapeseed,8519.000399999999,494.0,2968.44,25.48
Pakistan,2011,Rapeseed,8855.0,494.0,1979.27,24.98
Pakistan,2012,Rapeseed,8297.0005,494.0,990.09,24.87
Pakistan,2013,Rapeseed,9224.0006,494.0,0.92,25.95
Poland,1990,Rapeseed,24103.002999999997,600.0,5422.0,9.2
Poland,1991,Rapeseed,22292.001,600.0,5422.0,7.9
Poland,1992,Rapeseed,18176.0,600.0,7363.0,8.65
Poland,1993,Rapeseed,17060.001,600.0,8825.0,7.67
Poland,1994,Rapeseed,20409.001999999997,600.0,9330.0,8.78
Poland,1995,Rapeseed,22702.0,600.0,7136.0,8.16
Poland,1996,Rapeseed,15898.001,600.0,9824.0,6.71
Poland,1997,Rapeseed,18746.0,600.0,9501.0,7.81
Poland,1998,Rapeseed,23586.001,600.0,8699.0,8.17
Poland,1999,Rapeseed,20758.002,600.0,8466.0,8.96
Poland,2000,Rapeseed,21937.000000000004,600.0,8848.0,9.56
Poland,2001,Rapeseed,23998.0,600.0,8855.0,8.26
Poland,2002,Rapeseed,21703.001999999997,600.0,10358.0,9.14
Poland,2004,Rapeseed,30339.0,600.0,8726.0,8.33
Poland,2005,Rapeseed,26350.002,600.0,16039.0,8.43
Poland,2006,Rapeseed,26473.002,600.0,17101.0,8.64
Poland,2007,Rapeseed,26732.001,600.0,18721.0,9.32
Poland,2008,Rapeseed,27311.003,600.0,20611.02,9.51
Poland,2009,Rapeseed,30826.004,600.0,18493.03,8.5
Poland,2010,Rapeseed,23572.001,600.0,19449.02,7.67
Poland,2011,Rapeseed,22427.0,600.0,21779.27,8.84
Poland,2012,Rapeseed,25900.002,600.0,21885.99,8.48
Poland,2013,Rapeseed,29083.001999999997,600.0,22204.46,9.32
Romania,1990,Rapeseed,8385.0,637.0,25255.0,12.26
Romania,1991,Rapeseed,9944.001,637.0,19898.0,10.55
Romania,1992,Rapeseed,7912.0004,637.0,15134.0,11.55
Romania,1993,Rapeseed,9294.001,637.0,24252.0,10.78
Romania,1994,Rapeseed,9415.0007,637.0,21811.0,12.7
Romania,1995,Rapeseed,11782.0,637.0,20113.0,11.21
Romania,1996,Rapeseed,10861.0,637.0,17425.0,10.71
Romania,1997,Rapeseed,16947.0,637.0,15349.0,10.46
Romania,1998,Rapeseed,11039.001,637.0,13979.0,11.37
Romania,1999,Rapeseed,13196.000000000002,637.0,11280.0,12.34
Romania,2000,Rapeseed,13147.0,637.0,9427.4,12.44
Romania,2001,Rapeseed,12591.001,637.0,7871.1,11.9
Romania,2002,Rapeseed,6581.0,637.0,7875.7,12.24
Romania,2004,Rapeseed,20583.999999999996,637.0,6778.2,11.63
Romania,2005,Rapeseed,17521.001,637.0,7565.7,11.25
Romania,2006,Rapeseed,17073.002,637.0,6733.2,11.63
Romania,2007,Rapeseed,11783.999999999998,637.0,6314.0,12.99
Romania,2008,Rapeseed,18830.001,637.0,7193.7,12.5
Romania,2009,Rapeseed,13749.001,637.0,6548.7,12.47
Romania,2010,Rapeseed,17888.001,637.0,7249.2,11.94
Romania,2011,Rapeseed,18947.0,637.0,6582.9,11.26
Romania,2012,Rapeseed,16215.001,637.0,6418.7,12.33
Romania,2013,Rapeseed,24140.0,637.0,6947.9,13.94
Slovenia,1992,Rapeseed,25384.000000000004,1162.0,1309.0,10.78
Slovenia,1993,Rapeseed,23736.001999999997,1162.0,1112.0,10.19
Slovenia,1994,Rapeseed,22840.002,1162.0,944.0,11.33
Slovenia,1995,Rapeseed,24730.0,1162.0,987.0,10.14
Slovenia,1996,Rapeseed,21946.0,1162.0,953.0,9.24
Slovenia,1997,Rapeseed,22407.0,1162.0,1245.0,10.18
Slovenia,1998,Rapeseed,20130.0,1162.0,1091.0,10.42
Slovenia,1999,Rapeseed,26012.0,1162.0,1133.0,10.51
Slovenia,2000,Rapeseed,25000.0,1162.0,1468.0,11.45
Slovenia,2001,Rapeseed,29045.002,1162.0,1387.0,10.74
Slovenia,2002,Rapeseed,21286.001,1162.0,1164.1,11.18
Slovenia,2004,Rapeseed,27856.002,1162.0,1557.98,10.06
Slovenia,2005,Rapeseed,23681.002,1162.0,1383.88,9.62
Slovenia,2006,Rapeseed,17768.002,1162.0,1280.98,10.56
Slovenia,2007,Rapeseed,27510.002,1162.0,1155.23,11.31
Slovenia,2008,Rapeseed,24649.0,1162.0,1218.15,11.09
Slovenia,2009,Rapeseed,22254.0,1162.0,1162.87,11.06
Slovenia,2010,Rapeseed,29270.0,1162.0,1134.37,10.0
Slovenia,2011,Rapeseed,29241.001999999997,1162.0,1121.91,11.02
Slovenia,2012,Rapeseed,32468.002,1162.0,1016.08,11.12
Slovenia,2013,Rapeseed,24650.002,1162.0,917.49,11.58
Spain,1990,Rapeseed,12331.0,636.0,39562.0,17.3
Spain,1991,Rapeseed,14462.0,636.0,39147.0,16.37
Spain,1992,Rapeseed,15109.001,636.0,31839.0,16.35
Spain,1993,Rapeseed,12620.001,636.0,29408.0,16.28
Spain,1994,Rapeseed,8075.000599999999,636.0,31244.0,17.51
Spain,1995,Rapeseed,5833.0,636.0,27852.0,17.33
Spain,1996,Rapeseed,11066.0,636.0,33236.0,16.72
Spain,1997,Rapeseed,14769.001,636.0,34023.0,17.66
Spain,1998,Rapeseed,15462.0,636.0,35070.0,17.15
Spain,1999,Rapeseed,11843.001,636.0,33614.0,17.14
Spain,2000,Rapeseed,15796.001,636.0,34597.0,17.15
Spain,2001,Rapeseed,23246.002,636.0,35700.0,17.27
Spain,2002,Rapeseed,15831.001,636.0,40727.0,17.16
Spain,2004,Rapeseed,15893.002,636.0,47445.0,17.12
Spain,2005,Rapeseed,12094.0,636.0,41017.0,16.69
Spain,2006,Rapeseed,14461.0,636.0,39767.0,17.81
Spain,2007,Rapeseed,17540.001,636.0,39286.0,17.24
Spain,2008,Rapeseed,19118.001,636.0,40719.0,16.92
Spain,2009,Rapeseed,15944.0,636.0,35199.0,17.45
Spain,2010,Rapeseed,18112.0,636.0,39043.0,16.51
Spain,2011,Rapeseed,19913.001,636.0,53549.0,17.9
Spain,2012,Rapeseed,18586.0,636.0,48668.0,17.51
Spain,2013,Rapeseed,25642.999999999996,636.0,54197.0,17.0
Sweden,1990,Rapeseed,25133.002,624.0,2310.0,8.43
Sweden,1991,Rapeseed,19139.001,624.0,1841.0,7.49
Sweden,1992,Rapeseed,20657.0,624.0,1497.0,7.94
Sweden,1993,Rapeseed,24811.003,624.0,1466.0,6.98
Sweden,1994,Rapeseed,16654.001,624.0,1962.0,7.23
Sweden,1995,Rapeseed,18740.001,624.0,1225.0,7.17
Sweden,1996,Rapeseed,20320.999999999996,624.0,1529.0,6.15
Sweden,1997,Rapeseed,19206.0,624.0,1534.0,7.66
Sweden,1998,Rapeseed,22631.001,624.0,1555.0,6.89
Sweden,1999,Rapeseed,21360.001999999997,624.0,1602.0,8.02
Sweden,2000,Rapeseed,25224.001,624.0,1721.0,8.42
Sweden,2001,Rapeseed,23677.0,624.0,1789.0,7.48
Sweden,2002,Rapeseed,23596.002999999997,624.0,2198.0,7.96
Sweden,2004,Rapeseed,27149.0,624.0,1353.0,7.53
Sweden,2005,Rapeseed,24126.002999999997,624.0,2132.0,7.72
Sweden,2006,Rapeseed,24489.0,624.0,2220.0,8.3
Sweden,2007,Rapeseed,25359.0,624.0,2157.0,8.16
Sweden,2008,Rapeseed,28983.002,624.0,2352.0,8.49
Sweden,2009,Rapeseed,30019.999999999996,624.0,1935.0,7.54
Sweden,2010,Rapeseed,25693.001999999997,624.0,1982.0,6.01
Sweden,2011,Rapeseed,26699.0,624.0,1781.0,8.18
Sweden,2012,Rapeseed,29632.0,624.0,1814.0,7.21
Sweden,2013,Rapeseed,26751.999999999996,624.0,1620.0,7.1
Switzerland,1990,Rapeseed,25708.000000000004,1537.0,2282.0,8.19
Switzerland,1991,Rapeseed,30036.999999999996,1537.0,2055.9,7.24
Switzerland,1992,Rapeseed,26937.000000000004,1537.0,2018.7,7.98
Switzerland,1993,Rapeseed,29957.001,1537.0,1934.5,7.48
Switzerland,1994,Rapeseed,23872.0,1537.0,1922.5,8.78
Switzerland,1995,Rapeseed,31039.0,1537.0,1826.3,7.65
Switzerland,1996,Rapeseed,31506.002,1537.0,1746.3,6.66
Switzerland,1997,Rapeseed,33941.002,1537.0,1644.3,7.96
Switzerland,1998,Rapeseed,31122.0,1537.0,1563.6,7.81
Switzerland,1999,Rapeseed,25736.002999999997,1537.0,1526.6,7.76
Switzerland,2000,Rapeseed,29800.003,1537.0,1576.9,8.54
Switzerland,2001,Rapeseed,30027.0,1537.0,1561.9,7.82
Switzerland,2002,Rapeseed,31918.000000000004,1537.0,1526.6,8.42
Switzerland,2004,Rapeseed,35097.0,1537.0,1390.7,7.67
Switzerland,2005,Rapeseed,33313.003000000004,1537.0,1388.3,7.49
Switzerland,2006,Rapeseed,30925.002,1537.0,1359.04,8.19
Switzerland,2007,Rapeseed,30198.002,1537.0,2099.3,8.43
Switzerland,2008,Rapeseed,30061.002,1537.0,2011.47,7.98
